0.5	0.5	0.5	0.5
clientele			0.000139	0.000163	0.000239	6.2e-05
venue			7e-05	0.000108	0.00012	6.2e-05
solution			7e-05	0.000108	6e-05	0.000125
correct			0.000139	0.000108	0.000179	6.2e-05
wellappointed			0.000279	5.4e-05	0.000239	6.2e-05
persisted			7e-05	0.000108	0.00012	6.2e-05
mopped			7e-05	0.000108	0.00012	6.2e-05
boardroomsnot			7e-05	0.000108	6e-05	0.000125
299			7e-05	0.000163	6e-05	0.000187
el			0.000349	5.4e-05	0.000299	6.2e-05
reliable			7e-05	0.000217	0.00012	0.000187
clothes			7e-05	0.000271	0.000179	0.000187
enjoy			0.000349	0.000325	0.000418	0.000249
forget			0.000139	5.4e-05	6e-05	0.000125
winded			7e-05	0.000108	0.00012	6.2e-05
diverting			7e-05	0.000108	6e-05	0.000125
tired			0.000209	0.000488	0.000299	0.000436
efforts			7e-05	0.000163	0.00012	0.000125
pin			0.000139	5.4e-05	0.00012	6.2e-05
preface			0.000139	5.4e-05	6e-05	0.000125
feathers			0.000139	5.4e-05	0.00012	6.2e-05
direct			0.000139	0.000163	0.00012	0.000187
landmark			0.000139	5.4e-05	0.00012	6.2e-05
chef			0.000209	5.4e-05	6e-05	0.000187
elegant			0.000767	0.000271	0.000418	0.00056
second			0.000628	0.000596	0.000657	0.00056
fabulous			0.000488	0.000163	0.000359	0.000249
follow			7e-05	0.000108	0.00012	6.2e-05
rigorous			7e-05	0.000108	6e-05	0.000125
sterile			7e-05	0.000108	0.00012	6.2e-05
machines			0.000209	5.4e-05	0.00012	0.000125
fattening			7e-05	0.000108	0.00012	6.2e-05
even			0.002371	0.003413	0.00257	0.003362
errors			7e-05	0.000108	6e-05	0.000125
hide			7e-05	0.000108	0.00012	6.2e-05
preferences			7e-05	0.000108	0.00012	6.2e-05
uninspired			7e-05	0.000108	0.00012	6.2e-05
selected			7e-05	0.000108	0.00012	6.2e-05
near			0.000628	0.000325	0.000179	0.000747
supplied			0.000209	5.4e-05	6e-05	0.000187
lights			0.000209	0.000325	0.000239	0.000311
bonuses			7e-05	0.000108	6e-05	0.000125
above			0.000628	0.000271	0.000538	0.000311
frank			0.000139	5.4e-05	6e-05	0.000125
new			0.000558	0.001625	0.001016	0.001307
rubdowns			7e-05	0.000108	0.00012	6.2e-05
poorly			7e-05	0.000163	6e-05	0.000187
ever			0.001395	0.00065	0.000777	0.001183
told			7e-05	0.0013	0.000896	0.000623
screams			7e-05	0.000108	6e-05	0.000125
midcentury			0.000209	5.4e-05	0.000179	6.2e-05
never			0.000697	0.00195	0.001434	0.00137
stared			7e-05	0.000108	6e-05	0.000125
here			0.002999	0.00233	0.003048	0.002179
accomedations			7e-05	0.000108	6e-05	0.000125
met			0.000488	0.000163	0.00012	0.000498
apartment			0.000349	5.4e-05	0.000179	0.000187
studio			0.000139	5.4e-05	0.00012	6.2e-05
monacochicago			7e-05	0.000108	6e-05	0.000125
dorm			7e-05	0.000163	0.000179	6.2e-05
100			0.000139	0.000163	0.000179	0.000125
promptly			0.000139	0.000108	0.000179	6.2e-05
allnatural			0.000139	5.4e-05	6e-05	0.000125
celebration			0.000139	5.4e-05	0.00012	6.2e-05
dry			7e-05	0.000217	6e-05	0.000249
19th			7e-05	0.000108	0.00012	6.2e-05
kids			0.000767	0.000271	0.000418	0.00056
daughter			0.000418	0.000271	0.000359	0.000311
luggage			0.000139	0.000379	0.00012	0.000436
items			0.000209	0.000379	0.000239	0.000374
employees			0.000139	0.000379	0.000299	0.000249
changed			0.000139	0.000379	0.000239	0.000311
oasis			0.000139	5.4e-05	0.00012	6.2e-05
nightlife			0.000209	5.4e-05	0.00012	0.000125
museums			0.000488	0.000108	0.000239	0.000311
credit			7e-05	0.000433	0.000299	0.000249
jogging			0.000139	5.4e-05	6e-05	0.000125
smoke			7e-05	0.000379	0.000179	0.000311
aka			0.000139	5.4e-05	0.00012	6.2e-05
theres			7e-05	0.000108	0.00012	6.2e-05
settled			7e-05	0.000325	6e-05	0.000374
midway			0.000279	5.4e-05	0.000239	6.2e-05
missing			7e-05	0.000163	0.00012	0.000125
ventured			0.000139	5.4e-05	6e-05	0.000125
utililzed			0.000139	5.4e-05	0.00012	6.2e-05
diameter			7e-05	0.000108	0.00012	6.2e-05
fantastic			0.001465	0.000108	0.000657	0.000747
ambulances			0.000139	5.4e-05	0.00012	6.2e-05
secure			0.000139	5.4e-05	6e-05	0.000125
greatacross			0.000139	5.4e-05	0.00012	6.2e-05
straw			7e-05	0.000108	6e-05	0.000125
fireworks			0.000139	0.000108	0.000179	6.2e-05
explained			7e-05	0.000325	0.000299	0.000125
highly			0.001046	0.000271	0.000538	0.000685
brought			0.000279	0.000325	0.000359	0.000249
visible			7e-05	0.000108	6e-05	0.000125
cons			0.000139	0.000108	0.000179	6.2e-05
guests			0.000767	0.000921	0.000837	0.000872
glance			7e-05	0.000163	6e-05	0.000187
total			0.000139	0.000108	0.000179	6.2e-05
unit			7e-05	0.000163	0.000179	6.2e-05
reflected			0.000139	5.4e-05	6e-05	0.000125
spoke			0.000139	0.000217	0.000179	0.000187
recomment			0.000139	5.4e-05	0.00012	6.2e-05
browse			7e-05	0.000108	6e-05	0.000125
4star			0.000139	0.000108	0.00012	0.000125
sweater			7e-05	0.000108	6e-05	0.000125
grounds			0.000139	5.4e-05	6e-05	0.000125
negative			0.000279	0.000325	0.000418	0.000187
lowlevel			7e-05	0.000108	0.00012	6.2e-05
princess			7e-05	0.000108	0.00012	6.2e-05
coordinators			7e-05	0.000108	0.00012	6.2e-05
sample			0.000139	5.4e-05	6e-05	0.000125
noting			7e-05	0.000108	6e-05	0.000125
call			0.000209	0.001734	0.001434	0.000685
calm			0.000139	5.4e-05	0.00012	6.2e-05
recommend			0.002511	0.00065	0.001016	0.00193
burkes			0.000279	5.4e-05	0.000179	0.000125
type			0.000279	0.000217	0.000239	0.000249
until			0.000209	0.001029	0.000657	0.000685
expiring			7e-05	0.000108	0.00012	6.2e-05
picturetube			7e-05	0.000108	0.00012	6.2e-05
relax			0.000279	0.000217	0.00012	0.000374
definetely			0.000139	5.4e-05	6e-05	0.000125
coldcold			7e-05	0.000108	0.00012	6.2e-05
award			7e-05	0.000108	6e-05	0.000125
aware			7e-05	0.000108	0.00012	6.2e-05
99			7e-05	0.000108	0.00012	6.2e-05
phone			0.000209	0.001192	0.000896	0.000623
warm			0.000558	0.000108	0.000179	0.000436
adult			7e-05	0.000108	0.00012	6.2e-05
selfserve			0.000139	5.4e-05	0.00012	6.2e-05
excellent			0.001883	0.000379	0.001255	0.000809
90			7e-05	0.000108	0.00012	6.2e-05
hole			7e-05	0.000163	0.00012	0.000125
hold			0.000209	0.000271	0.000299	0.000187
outdated			7e-05	0.000108	6e-05	0.000125
must			0.000418	0.000596	0.000478	0.00056
shepherds			7e-05	0.000108	6e-05	0.000125
1992			7e-05	0.000108	0.00012	6.2e-05
locked			7e-05	0.000217	0.000239	6.2e-05
room			0.012346	0.019341	0.015717	0.016872
1999			7e-05	0.000108	0.00012	6.2e-05
midwest			0.000139	5.4e-05	6e-05	0.000125
work			0.000488	0.001138	0.000837	0.000872
mi			7e-05	0.000108	0.00012	6.2e-05
worn			7e-05	0.000217	0.00012	0.000187
standby			7e-05	0.000108	6e-05	0.000125
locker			7e-05	0.000163	0.000179	6.2e-05
mr			7e-05	0.000217	0.00012	0.000187
gossiping			7e-05	0.000108	0.00012	6.2e-05
upscale			0.000628	0.000108	0.00012	0.00056
elegantly			0.000139	0.000108	0.00012	0.000125
example			7e-05	0.000108	6e-05	0.000125
swipes			0.000139	5.4e-05	0.00012	6.2e-05
decorative			7e-05	0.000108	0.00012	6.2e-05
dollarsday			0.000139	5.4e-05	0.00012	6.2e-05
estate			7e-05	0.000108	6e-05	0.000125
give			0.000349	0.00065	0.000239	0.000809
placei			0.000139	5.4e-05	6e-05	0.000125
beautifully			0.000279	5.4e-05	0.00012	0.000187
organized			7e-05	0.000108	6e-05	0.000125
lure			7e-05	0.000108	6e-05	0.000125
bellman			0.000139	0.000217	0.000299	6.2e-05
involve			7e-05	0.000108	6e-05	0.000125
facade			7e-05	0.000108	6e-05	0.000125
conforter			0.000139	5.4e-05	0.00012	6.2e-05
caution			7e-05	0.000108	0.00012	6.2e-05
veggies			7e-05	0.000108	6e-05	0.000125
want			0.001046	0.000704	0.000717	0.000996
seoul			0.000139	5.4e-05	0.00012	6.2e-05
scheduling			0.000209	5.4e-05	0.00012	0.000125
appointment			7e-05	0.000163	0.000179	6.2e-05
keep			7e-05	0.000163	0.00012	0.000125
guarantee			7e-05	0.000108	6e-05	0.000125
preferably			7e-05	0.000108	6e-05	0.000125
manner			0.000209	5.4e-05	6e-05	0.000187
doorman			0.000209	0.000596	0.000777	6.2e-05
end			0.000349	0.000488	0.000598	0.000249
recovery			0.000139	5.4e-05	0.00012	6.2e-05
turn			0.000279	0.000596	0.000478	0.000436
provide			0.000139	0.000217	0.000179	0.000187
verify			7e-05	0.000108	0.00012	6.2e-05
travel			0.000488	0.000433	0.000598	0.000311
returning			0.000488	0.000379	0.000299	0.00056
feature			0.000139	0.000163	0.000179	0.000125
revisit			0.000139	5.4e-05	6e-05	0.000125
machine			0.000139	0.000163	0.000179	0.000125
far			0.000558	0.000433	0.000299	0.000685
hot			0.000488	0.000433	0.000538	0.000374
foulest			7e-05	0.000108	6e-05	0.000125
adjacent			7e-05	0.000163	6e-05	0.000187
moron			7e-05	0.000108	0.00012	6.2e-05
ordinary			7e-05	0.000217	0.00012	0.000187
faulty			7e-05	0.000108	0.00012	6.2e-05
beach			0.000209	5.4e-05	0.000179	6.2e-05
charging			7e-05	0.000217	0.00012	0.000187
classically			0.000139	5.4e-05	6e-05	0.000125
massive			0.000139	5.4e-05	6e-05	0.000125
terrycloth			0.000139	5.4e-05	0.00012	6.2e-05
twostar			7e-05	0.000108	6e-05	0.000125
briefcase			7e-05	0.000163	6e-05	0.000187
beauty			0.000139	5.4e-05	6e-05	0.000125
mess			0.000139	5.4e-05	6e-05	0.000125
after			0.001744	0.003576	0.00263	0.002926
communal			7e-05	0.000108	0.00012	6.2e-05
ball			0.000139	5.4e-05	6e-05	0.000125
storage			0.000139	0.000163	0.000239	6.2e-05
wrong			0.000139	0.000704	0.000239	0.000685
jumping			0.000139	5.4e-05	6e-05	0.000125
lay			7e-05	0.000163	6e-05	0.000187
alsothe			0.000139	5.4e-05	0.00012	6.2e-05
fullservice			0.000139	0.000108	0.00012	0.000125
lap			7e-05	0.000108	0.00012	6.2e-05
types			0.000139	5.4e-05	0.00012	6.2e-05
bucks			0.000139	5.4e-05	0.00012	6.2e-05
purchase			0.000139	0.000163	0.000239	6.2e-05
chilled			0.000139	5.4e-05	0.00012	6.2e-05
attempt			7e-05	0.000108	0.00012	6.2e-05
anymore			0.000139	5.4e-05	6e-05	0.000125
third			0.000139	0.000379	0.000299	0.000249
200000			7e-05	0.000108	0.00012	6.2e-05
recieved			7e-05	0.000163	0.00012	0.000125
acknowledged			0.000139	0.000163	6e-05	0.000249
headquarters			7e-05	0.000108	0.00012	6.2e-05
sickening			7e-05	0.000108	6e-05	0.000125
cigarettes			7e-05	0.000163	6e-05	0.000187
maintain			0.000139	0.000108	0.00012	0.000125
green			7e-05	0.000163	0.000179	6.2e-05
waited			7e-05	0.000217	6e-05	0.000249
ambulance			7e-05	0.000108	6e-05	0.000125
fan			0.000139	0.000271	0.000299	0.000125
credits			7e-05	0.000271	0.000299	6.2e-05
1000			7e-05	0.000163	0.00012	0.000125
order			0.000139	0.000813	0.000478	0.00056
wine			0.001255	0.000488	0.001076	0.00056
salon			0.000139	5.4e-05	0.00012	6.2e-05
hospitable			0.000139	5.4e-05	0.00012	6.2e-05
office			7e-05	0.000271	0.000299	6.2e-05
enter			7e-05	0.000108	0.00012	6.2e-05
welcomed			0.000139	5.4e-05	0.00012	6.2e-05
muffin			0.000139	0.000108	0.00012	0.000125
over			0.000976	0.001571	0.001494	0.001121
fall			0.000139	0.000163	0.000179	0.000125
satisfied			0.000279	0.000163	0.000299	0.000125
fab			0.000209	5.4e-05	0.000179	6.2e-05
jacuzzi			0.000139	0.000108	0.00012	0.000125
crumbs			7e-05	0.000108	6e-05	0.000125
innovative			0.000139	5.4e-05	6e-05	0.000125
responsive			0.000139	5.4e-05	6e-05	0.000125
rewarded			0.000139	5.4e-05	0.00012	6.2e-05
24th			0.000139	5.4e-05	0.00012	6.2e-05
before			0.001255	0.001788	0.001853	0.001245
reccommend			0.000139	5.4e-05	6e-05	0.000125
13rd			7e-05	0.000108	0.00012	6.2e-05
fit			0.000209	0.000163	0.000299	6.2e-05
undwinding			0.000139	5.4e-05	6e-05	0.000125
somewhere			0.000139	0.000488	0.000179	0.000498
highlights			7e-05	0.000108	0.00012	6.2e-05
fix			7e-05	0.000379	0.000239	0.000249
futons			0.000139	5.4e-05	0.00012	6.2e-05
expectations			0.000418	0.000379	0.000239	0.00056
stopover			0.000139	5.4e-05	0.00012	6.2e-05
crew			7e-05	0.000108	6e-05	0.000125
better			0.000767	0.001788	0.001554	0.001121
compensatory			7e-05	0.000108	6e-05	0.000125
workable			7e-05	0.000108	6e-05	0.000125
stifling			7e-05	0.000108	0.00012	6.2e-05
weeks			0.000279	0.000325	0.000239	0.000374
riff			0.000139	5.4e-05	0.00012	6.2e-05
doormen			0.000349	0.000271	0.000478	0.000125
easier			7e-05	0.000108	6e-05	0.000125
overcome			7e-05	0.000108	0.00012	6.2e-05
pleasurable			0.000139	0.000108	0.00012	0.000125
schicago			7e-05	0.000108	6e-05	0.000125
coffee			0.000907	0.000975	0.001375	0.000498
unfortunate			7e-05	0.000108	0.00012	6.2e-05
combination			0.000139	5.4e-05	6e-05	0.000125
duvet			7e-05	0.000163	0.000179	6.2e-05
spray			0.000139	5.4e-05	0.00012	6.2e-05
workout			0.000209	0.000163	0.000179	0.000187
safe			0.000279	0.000163	0.000299	0.000125
disturb			7e-05	0.000108	0.00012	6.2e-05
break			7e-05	0.000163	6e-05	0.000187
band			7e-05	0.000108	6e-05	0.000125
bang			7e-05	0.000108	6e-05	0.000125
filtered			0.000139	5.4e-05	0.00012	6.2e-05
interrupt			0.000139	5.4e-05	6e-05	0.000125
one			0.003278	0.004388	0.003825	0.003985
rental			7e-05	0.000163	0.000179	6.2e-05
draba			7e-05	0.000108	6e-05	0.000125
bread			7e-05	0.000108	6e-05	0.000125
bolted			7e-05	0.000108	0.00012	6.2e-05
stinking			7e-05	0.000108	0.00012	6.2e-05
friiday			0.000139	5.4e-05	0.00012	6.2e-05
meat			7e-05	0.000108	6e-05	0.000125
chart			7e-05	0.000108	0.00012	6.2e-05
notified			7e-05	0.000108	0.00012	6.2e-05
potatoes			7e-05	0.000108	6e-05	0.000125
reasonably			7e-05	0.000108	0.00012	6.2e-05
sleepless			7e-05	0.000108	0.00012	6.2e-05
l			0.000139	0.000271	0.000359	6.2e-05
dingy			0.000139	0.000108	0.00012	0.000125
districts			0.000139	5.4e-05	6e-05	0.000125
downtowns			0.000139	5.4e-05	6e-05	0.000125
spotless			0.000209	5.4e-05	0.00012	0.000125
daughters			0.000139	5.4e-05	0.00012	6.2e-05
reasonable			0.000628	0.000163	0.000418	0.000311
fitness			0.000418	0.000596	0.000657	0.000374
went			0.001255	0.001625	0.001016	0.00193
meal			0.000418	0.000217	0.00012	0.000498
mean			0.000209	0.000217	0.00012	0.000311
hallway			7e-05	0.000217	0.000239	6.2e-05
list			0.000349	0.000108	0.00012	0.000311
masseuse			7e-05	0.000163	6e-05	0.000187
fussing			7e-05	0.000108	0.00012	6.2e-05
celebrating			7e-05	0.000108	6e-05	0.000125
disappointing			0.000139	0.000271	0.000299	0.000125
coffeetea			0.000139	5.4e-05	0.00012	6.2e-05
forgot			0.000209	0.000163	0.000179	0.000187
2day			7e-05	0.000108	0.00012	6.2e-05
magazine			7e-05	0.000108	6e-05	0.000125
dawn			7e-05	0.000108	6e-05	0.000125
saturday			0.000139	0.000271	0.000359	6.2e-05
brings			0.000139	5.4e-05	6e-05	0.000125
hairdressers			0.000139	5.4e-05	0.00012	6.2e-05
network			7e-05	0.000108	0.00012	6.2e-05
unholy			7e-05	0.000108	6e-05	0.000125
scent			7e-05	0.000108	6e-05	0.000125
motel			7e-05	0.000271	0.00012	0.000249
washed			7e-05	0.000163	6e-05	0.000187
convenience			0.000139	5.4e-05	6e-05	0.000125
strangers			0.000139	5.4e-05	0.00012	6.2e-05
flooded			7e-05	0.000108	0.00012	6.2e-05
encourage			7e-05	0.000108	0.00012	6.2e-05
safety			0.000139	5.4e-05	0.00012	6.2e-05
millennium			0.000139	5.4e-05	0.00012	6.2e-05
conceirge			0.000139	0.000108	0.000179	6.2e-05
surprise			0.000279	0.000163	0.000239	0.000187
parks			0.000139	5.4e-05	0.00012	6.2e-05
size			0.000418	0.000325	0.000359	0.000374
forth			7e-05	0.000108	6e-05	0.000125
sliding			7e-05	0.000163	0.000179	6.2e-05
dismal			0.000139	5.4e-05	6e-05	0.000125
assured			0.000139	0.000325	0.00012	0.000374
colorless			7e-05	0.000108	6e-05	0.000125
hang			0.000139	5.4e-05	0.00012	6.2e-05
concluded			7e-05	0.000108	6e-05	0.000125
cutesy			7e-05	0.000163	6e-05	0.000187
little			0.001116	0.001084	0.000956	0.001245
free			0.001046	0.001409	0.001494	0.000996
standard			0.000349	0.000163	0.000239	0.000249
shriveled			7e-05	0.000108	6e-05	0.000125
masterpiece			7e-05	0.000108	6e-05	0.000125
240			7e-05	0.000108	6e-05	0.000125
grapes			7e-05	0.000108	0.00012	6.2e-05
sheet			7e-05	0.000271	0.000299	6.2e-05
wanted			0.000837	0.000596	0.000777	0.000623
249			7e-05	0.000163	0.000179	6.2e-05
repeat			0.000139	5.4e-05	6e-05	0.000125
pulling			7e-05	0.000108	6e-05	0.000125
stirrers			7e-05	0.000108	0.00012	6.2e-05
ate			0.000139	0.000163	0.000179	0.000125
recovering			0.000139	5.4e-05	6e-05	0.000125
created			7e-05	0.000108	6e-05	0.000125
starts			7e-05	0.000108	0.00012	6.2e-05
ritual			7e-05	0.000108	6e-05	0.000125
shunted			7e-05	0.000108	6e-05	0.000125
days			0.000628	0.000813	0.000717	0.000747
commented			0.000139	5.4e-05	6e-05	0.000125
filter			7e-05	0.000163	0.00012	0.000125
flawless			0.000279	5.4e-05	0.000239	6.2e-05
thanking			0.000139	5.4e-05	0.00012	6.2e-05
speedy			0.000139	5.4e-05	0.00012	6.2e-05
perfectthe			0.000139	5.4e-05	6e-05	0.000125
soda			7e-05	0.000163	0.000179	6.2e-05
moving			0.000139	0.000108	0.00012	0.000125
9pm			0.000139	0.000108	0.00012	0.000125
loud			0.000139	0.000433	0.000359	0.000249
speeds			7e-05	0.000108	6e-05	0.000125
purpose			0.000139	5.4e-05	6e-05	0.000125
teh			0.000139	5.4e-05	0.00012	6.2e-05
rang			7e-05	0.000108	0.00012	6.2e-05
already			0.000139	0.000704	0.000418	0.000498
features			0.000209	0.000163	6e-05	0.000311
shopper			0.000139	0.000163	0.000179	0.000125
attractions			0.000907	5.4e-05	0.000179	0.000685
veggie			0.000139	5.4e-05	6e-05	0.000125
thereof			7e-05	0.000108	0.00012	6.2e-05
hearing			7e-05	0.000108	6e-05	0.000125
channels			7e-05	0.000217	0.000179	0.000125
wash			7e-05	0.000163	0.00012	0.000125
floors			0.000209	0.000433	0.000239	0.000436
closest			7e-05	0.000108	0.00012	6.2e-05
downside			0.000139	5.4e-05	0.00012	6.2e-05
another			0.000697	0.001571	0.001016	0.00137
comforter			0.000139	0.000163	0.00012	0.000187
thoughtfully			0.000139	5.4e-05	0.00012	6.2e-05
thick			0.000139	0.000108	6e-05	0.000187
researched			7e-05	0.000108	0.00012	6.2e-05
housekeepings			7e-05	0.000108	0.00012	6.2e-05
magnificent			0.000767	5.4e-05	0.000239	0.000498
rated			0.000139	0.000163	0.000179	0.000125
service			0.006905	0.005472	0.006335	0.005852
top			0.000976	0.000975	0.001255	0.000685
roomservice			0.000139	0.000163	0.000239	6.2e-05
girls			0.000139	5.4e-05	0.00012	6.2e-05
elevator			0.000209	0.000325	0.000418	0.000125
plentiful			0.000139	5.4e-05	0.00012	6.2e-05
needed			0.000418	0.000433	0.000299	0.00056
confirming			7e-05	0.000108	6e-05	0.000125
grossness			7e-05	0.000108	6e-05	0.000125
too			0.001186	0.001463	0.000956	0.001743
tea			7e-05	0.000108	0.00012	6.2e-05
architect			7e-05	0.000108	6e-05	0.000125
percentage			7e-05	0.000108	0.00012	6.2e-05
john			0.000139	5.4e-05	0.00012	6.2e-05
40th			7e-05	0.000108	0.00012	6.2e-05
dogs			0.000139	0.000163	0.00012	0.000187
bloomingdales			7e-05	0.000163	0.000179	6.2e-05
listen			7e-05	0.000108	0.00012	6.2e-05
wander			0.000139	5.4e-05	6e-05	0.000125
curtains			7e-05	0.000163	0.00012	0.000125
ceiling			0.000139	0.000163	0.000239	6.2e-05
rewards			7e-05	0.000163	6e-05	0.000187
stuffed			0.000139	5.4e-05	6e-05	0.000125
grandchildren			7e-05	0.000108	6e-05	0.000125
snobbery			0.000139	5.4e-05	0.00012	6.2e-05
happily			0.000139	0.000108	6e-05	0.000187
severly			7e-05	0.000108	0.00012	6.2e-05
gym			0.000976	0.000433	0.000717	0.000623
sofitel			0.002511	0.001788	0.001494	0.002739
serve			0.000209	5.4e-05	6e-05	0.000187
took			0.000767	0.0013	0.000837	0.001307
negotiating			7e-05	0.000108	0.00012	6.2e-05
14th			0.000209	5.4e-05	0.000179	6.2e-05
pamperedthe			0.000139	5.4e-05	6e-05	0.000125
cereal			7e-05	0.000108	0.00012	6.2e-05
strollers			7e-05	0.000108	0.00012	6.2e-05
hadnt			7e-05	0.000379	0.000179	0.000311
shortly			7e-05	0.000108	0.00012	6.2e-05
maintaining			0.000139	5.4e-05	6e-05	0.000125
golden			0.000209	5.4e-05	0.000179	6.2e-05
boarding			0.000209	5.4e-05	0.000179	6.2e-05
distance			0.000976	0.000271	0.000717	0.000436
perfectly			0.000209	5.4e-05	6e-05	0.000187
scenario			7e-05	0.000108	0.00012	6.2e-05
frankly			7e-05	0.000108	6e-05	0.000125
surrounding			0.000139	5.4e-05	0.00012	6.2e-05
hike			7e-05	0.000108	6e-05	0.000125
kingsized			7e-05	0.000108	6e-05	0.000125
spoil			0.000139	5.4e-05	0.00012	6.2e-05
rate			0.000628	0.000704	0.001016	0.000311
tourists			7e-05	0.000108	6e-05	0.000125
shower			0.000418	0.000921	0.000598	0.000809
matter			7e-05	0.000325	0.000239	0.000187
classes			7e-05	0.000108	6e-05	0.000125
silly			7e-05	0.000108	0.00012	6.2e-05
friend			0.000488	0.000379	0.000418	0.000436
historical			0.000139	5.4e-05	6e-05	0.000125
spoiled			7e-05	0.000108	0.00012	6.2e-05
shampoos			0.000209	5.4e-05	6e-05	0.000187
feeling			0.000279	0.000271	0.000239	0.000311
solely			0.000139	5.4e-05	6e-05	0.000125
brilliant			0.000139	5.4e-05	0.00012	6.2e-05
displays			0.000139	5.4e-05	6e-05	0.000125
mini			0.000349	0.000108	0.000239	0.000187
failing			7e-05	0.000108	0.00012	6.2e-05
seer			0.000139	5.4e-05	6e-05	0.000125
palace			7e-05	0.000108	6e-05	0.000125
exploring			0.000139	5.4e-05	0.00012	6.2e-05
navigate			7e-05	0.000108	6e-05	0.000125
caled			7e-05	0.000108	0.00012	6.2e-05
modern			0.002092	0.000542	0.001016	0.001432
mind			0.000209	0.000217	0.000239	0.000187
mine			7e-05	0.000217	0.00012	0.000187
glass			0.000209	0.000325	0.000179	0.000374
talking			0.000279	0.000108	0.00012	0.000249
infront			7e-05	0.000108	0.00012	6.2e-05
seen			0.000418	0.000217	0.000239	0.000374
seem			7e-05	0.000488	0.000239	0.000374
mins			0.000139	0.000163	0.000179	0.000125
seek			7e-05	0.000163	0.00012	0.000125
dozen			7e-05	0.000108	6e-05	0.000125
forced			7e-05	0.000325	0.000239	0.000187
quieter			0.000139	5.4e-05	0.00012	6.2e-05
scraped			7e-05	0.000108	0.00012	6.2e-05
1618			7e-05	0.000108	0.00012	6.2e-05
convenient			0.000628	0.000217	0.000538	0.000249
responsible			7e-05	0.000108	6e-05	0.000125
gripe			7e-05	0.000108	0.00012	6.2e-05
snow			0.000139	5.4e-05	0.00012	6.2e-05
snot			7e-05	0.000108	6e-05	0.000125
situated			0.000349	5.4e-05	0.000179	0.000187
realy			0.000139	5.4e-05	0.00012	6.2e-05
chest			7e-05	0.000108	6e-05	0.000125
materials			7e-05	0.000217	0.000239	6.2e-05
luxury			0.000907	0.001354	0.000239	0.002117
doors			0.000139	0.000163	0.000179	0.000125
sleeper			7e-05	0.000108	6e-05	0.000125
conducive			7e-05	0.000163	0.00012	0.000125
guarenteed			7e-05	0.000108	0.00012	6.2e-05
insulated			7e-05	0.000108	0.00012	6.2e-05
nobody			0.000209	0.000108	0.000179	0.000125
committing			7e-05	0.000108	0.00012	6.2e-05
though			0.000767	0.001246	0.001135	0.000934
thrilled			0.000139	0.000108	6e-05	0.000187
replenished			7e-05	0.000108	0.00012	6.2e-05
mother			7e-05	0.000108	0.00012	6.2e-05
placeshaha			0.000139	5.4e-05	6e-05	0.000125
savvy			0.000139	5.4e-05	6e-05	0.000125
